property_type|rent_type|location,price,n_rooms,n_bath,surface,details,url,metrocuadrado_index
"Apartamento en Venta Y Arriendo, CHICO NORTE Bogotá D.C..",$3.500.000,1,2,70.0 m2,"LINDO APARTAMENTO MODERNO, PARA VENTA Y ARRIENDO, TERCER PISO INTERIOR, ILUMINADO, 70 METROS, SALA, COMEDOR, 1 ALCOBA CON BAÑO Y ACCESO A BALCON AMPLIO, COCINA AMERICANA, ZONA DE LAVANDERIA Y BAÑO SOCIAL, DOS PARQUEADEROS INDEPENDIENTES, DEPOSITO, EDIFICIO CON GYM Y 3 PARQUEADEROS PARA VISITANTES. EXCEWLENTE UBICACION. ",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/990-M2299101,74.3
"Apartamento en Arriendo, CHICO Bogotá D.C..",$4.200.000,1,2,71.0 m2,Arriendo lindo y moderno apartamento de setenta y uno mts en sector reconocido de ciudad cerca a sitios de gran interes social con dotacion de línea blanca torre lavadora secadoramicroondasnevera lavaplatos electricotriturador una habitacion con bano completo y walking closet  espacio de sala comedor con salida a balconestudio al lado de zona social con division y mueble en madera cocina abierta con meson auxiliar estufa electrica vitrificada con cuatro hornillas   super claro  moderno  dos pa,https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-2-banos-2-garajes/79-M2706,59.0
"Apartamento en Arriendo, ANTIGUO COUNTRY Bogotá D.C..",$3.500.000,1,2,66.0 m2,"ARRIENDA GRACE GIL, Espectacular apartamento AMOBLADO en arriendo en el exclusivo sector del Virrey Antiguo Country, piso alto con vista a los cerros, una habitación, dos baños. Ideal para ejecutivos con dotación completa y parqueadero. CANON INCLUYE ADMINISTRACIÓN.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-1-habitaciones-2-banos-1-garajes/5535-M2288429,83.5
"Apartamento en Arriendo, CHICO NORTE Bogotá D.C..",$4.300.000,1,1,70.0 m2,"Hermoso apto tipo estudio como nuevo, moderno, 1 alcoba, 1 baño,, excelente acabados, Sala para ejecutivos grande dotada. Con baños y cocineta.Lavandería  parqeadero de visitantes, sala tv,  excelente ubicación, admiralo.			",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/462-M2287399,73.9
"Apartamento en Venta Y Arriendo, CHAPINERO NORTE Bogotá D.C..",$3.700.000,1,1,70.0 m2,"Arriendo amoblado apartamento ubicado en quinta camacho quinto piso exterior, a pocos pasos del centro financiero de la ciudad, abre en zona social con coicna abierta, una sola habitacion independiente, cuenta con un paqueadero, el edificio tiene 40 años de construido sin ascensor con porteria automatizada.",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chapinero-norte-1-habitaciones-1-banos-1-garajes/838-M2318106,66.6
"Apartamento en Arriendo, CHICO NORTE Bogotá D.C..",$4.300.000,1,1,70.0 m2,"Hermoso apto tipo estudio como nuevo, moderno, 1 alcoba, 1 baño,, excelente acabados, Sala para ejecutivos grande dotada. Con baños y cocineta.Lavandería  parqeadero de visitantes, sala tv,  excelente ubicación, admiralo.			
											",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/462-M2275324,65.9
"Apartamento en Arriendo, CHICO Bogotá D.C..",$2.900.000,1,2,65.0 m2,"7049-Hermoso apartaestudio Duplex consta de 1 habitación, 2 baños, se arrienda amoblado o sin amoblar, zona de lavanderia,deposito. séptimo piso, vista exterior. Ubicado en un buen sector. Faciles vias de acceso. Para mayor información comunicarse con Andrea Beltran",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-2-banos-1-garajes/603-M2273972,74.1
"Apartamento en Arriendo, RINCON DEL CHICO Bogotá D.C..",$2.800.000,1,2,67.0 m2,"Apartamento amoblado con excelente ubicación y vista directa a los cerros de Bogotá. Se encuentra en una zona residencial con supermercados y farmacias a menos de 100 metros. Está ubicado en una sola torre con vigilancia permanente y cuenta con zonas húmedas, terraza y gimnasio. ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-rincon-del-chico-1-habitaciones-2-banos-1-garajes/MC2276545,57.4
"Apartamento en Arriendo, ESTORIL Bogotá D.C..",$2.250.000,1,1,70.0 m2,"AMPLIO  APARTAMENTO EN ARRIENDO  AMOBLADO  CON  BUENA UBICACIÓN EN EL BARRIO PASADENA UN ÁREA DE 70 M2  CUENTA CON UNA ALCOBA,UN BAÑO, SALA COMEDOR, CHIMENEA COCINA ELÉCTRICA, CALENTADOR, TERRAZA, UN GARAJE, EL EDIFICIO CUENTA CON PARQUEADERO PARA VISITANTES, ASCENSOR,SALÓN COMUNAL, VIGILANCIA LAS 24 HORAS",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estoril-1-habitaciones-1-banos-1-garajes/22-M2268326,58.2
"Apartamento en Arriendo, LA CABRERA Bogotá D.C..",$3.000.000,1,2,75.0 m2,"Hermoso apartamento duplex, buena distribucion. Muy buena ubicacion.
Apartamento iluminado y en excelentes condiciones",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-1-habitaciones-2-banos-2-garajes/815-M2265382,52.7
"Apartamento en Arriendo, SAN PATRICIO Bogotá D.C..",$3.500.000,1,2,80.0 m2,"Arriendo espectacular apartamento amoblado, cocina tipo americana, zona de lavandería, sala y comedor independiente, baño social, segundo piso habitación, vestier, baño principal, el apartamento se encuentra completamente amoblado..",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-1-habitaciones-2-banos-1-garajes/4850-M2264866,60.0
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",$3.400.000,1,2,80.0 m2,"Arriendo espectacular apartamento amoblado, cocina tipo americana, zona de lavandería, sala y comedor independiente, baño social, vestier, baño principal, el apartamento se encuentra completamente amoblado..",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-1-habitaciones-2-banos-1-garajes/4850-M2264879,52.2
"Apartamento en Arriendo, CHICO NORTE Bogotá D.C..",$4.300.000,1,1,70.0 m2,"Hermoso apto tipo estudio como nuevo, moderno, 1 alcoba, 1 baño,, excelente acabados, Sala para ejecutivos grande dotada. Con baños y cocineta.Lavandería  parqeadero de visitantes, sala tv,  excelente ubicación, admiralo.			
											
",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/462-M2261397,71.3
"Apartamento en Venta Y Arriendo, LOS CEDROS Bogotá D.C..",$2.000.000,1,2,66.0 m2,"Apartamento para venta o arriendo  Duplex  Alcoba con closet Baño  Estudio
Sala Comedor Cocina Integral a gas con horno  Baño Auxiloiar, Zona de lavanderia Deposito   Garaje
El edificio cuenta con Gimnacio, Salon comunal , Parqueadero de Visitantes",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-los-cedros-1-habitaciones-2-banos-1-garajes/399-M2255522,49.3
"Apartamento en Arriendo, CHICO Bogotá D.C..",$3.800.000,1,2,65.0 m2,"INFO MARIA GARCIA TRESCIENTOS CINCO CINCUENTA SEISCINCO SEISCUATRO
APARTAESTUDIO AMOBLADO CERCA DEL PARQUE VIRREY, CON BUENAS VIAS DE ACCESO, EXCELENTE UBICACION
1 ALCOBA, 2 BAÑOS, COCINA ABIERTA Y ZONA DE LAVADO INDEPENDIENTE, 1 PARQUEO, 1 DEPOSITO m",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-2-banos-1-garajes/3553-M2255484,62.0
"Apartamento en Arriendo, ESTORIL Bogotá D.C..",$2.250.000,1,1,70.0 m2,"AMPLIO  APARTAMENTO EN ARRIENDO  AMOBLADO  CON  BUENA UBICACIÓN EN EL BARRIO PASADENA UN ÁREA DE 70 M2  CUENTA CON UNA ALCOBA,UN BAÑO, SALA COMEDOR, CHIMENEA COCINA ELÉCTRICA, CALENTADOR, TERRAZA, UN GARAJE, EL EDIFICIO CUENTA CON PARQUEADERO PARA VISITANTES, ASCENSOR,SALÓN COMUNAL, VIGILANCIA LAS 24 HORAS",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estoril-1-habitaciones-1-banos-1-garajes/22-M2250467,56.3
"Apartamento en Arriendo, LA CABRERA Bogotá D.C..",$3.000.000,1,2,80.0 m2,"Hermoso apartamento , UNA HABITACION Y ESTUDIO  exclusivo sector de la cabrera, sala comedor con chimenea, cocina integral tipo americano a gas, estufa vitroceramica, zona de lavandería, garaje. Fácil vías de acceso. cerca a gimnasios, parques, transporte publico. Vigilancia 24 horas, circuito cerrado, dos ascensores, ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-la-cabrera-1-habitaciones-2-banos-1-garajes/450-M2247090,46.1
"Apartamento en Arriendo, ESTORIL Bogotá D.C..",$2.250.000,1,1,70.0 m2,"HERMOSO APARTAMENTO AMOBLADO EN ARRIENDO 70M2, CON EXCELENTE  UBICACIÓN EN PASADENA, CON ESPACIOS MUY BIEN DISTRIBUIDOS,  1 ALCOBA, 1 BAÑO, COCINA, SALA COMEDOR, ZONA DE LAVANDERÍA, COCINA MIXTA, CHIMENEA, GARAJE, EL EDIFICIO DISPONE DE  SALÓN COMUNAL, PARQUEADERO DE VISITANTES, ASCENSOR, VIGILANCIA LAS 24 HORAS DEL DÍA.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-estoril-1-habitaciones-1-banos-1-garajes/22-M2235358,63.2
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",$2.705.000,1,2,68.0 m2,"Apartamento duplex, amoblado en muy buen estado, pisos en madera laminada, lavandería comunal , BBQ en la terraza.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-1-habitaciones-2-banos-2-garajes/171-M2234784,63.9
"Apartamento en Arriendo, CHICO NORTE Bogotá D.C..",$3.200.000,1,2,65.0 m2,"Apartamento amoblado de 65 metros cuadrados, 1 habitación con walking closet y baño privado, baño social, zona de lavandería y balcón.
                     2 parqueaderos privados de uso exclusivo
                     Deposito
Ventaneria insonorizada
	•	Cortina tipo hotel con blackout
	•	Balcón con BBQ 
	•	Estufa eléctrica de inducción
	•	Nevecón
	•	Lavadora secadora
	•	Muebles de diseño
	•	Cama King Size con 2 mesas de noche
	•	2 Televisores 
	•	Sistema de audio Bose
Características y servicio del edificio:
	•	Edificio tipo hotel
	•	Caldera (el valor depende del consumo de agua caliente)
	•	Restaurante con servicio de room service
	•	Servicio de empleada por horas  
	•	Mini market 
	•	Salón de yoga
	•	Sala de masajes,
	•	Gimnasio funcional
	•	Salones de reunión (1 insonorizado)
	•	40 parqueaderos para visitantes
	•	Los servicios de televisión, internet y telefonía son un paquete contratado para todo el edificio  por lo cual tiene un valor super económico.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-2-garajes/225-M2216738,57.5
"Apartamento en Arriendo, BOSQUE IZQUIERDO Bogotá D.C..",$2.100.000,1,2,67.0 m2,"ARRIENDO APTO BARRIO BOSQUE IZQUIERDO BARRIO ANTIGUO  MUY LINDO RODEADO DE PARQUES Y VIGILANCIA  24 HORAS  UNA ALCOBA  MUY GRANDE CON VISTA A PARQUE PISO 4 , VESTIER GRANDE Y MUY BUEN BAÑO
SALA COMEDOR Y ESPACIO PARA ESTUDIO, COCINA ABIERTA, LAVANDERIA INDEPENDIENTE Y GARAJE , BALCON PEQUEÑO  CITA PREVIA LIGIA ISAZA",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bosque-izquierdo-1-habitaciones-2-banos-1-garajes/2238-M2226082,69.2
"Apartamento en Arriendo, BELLAVISTA Bogotá D.C..",$2.033.000,1,1,65.0 m2,"Apartamento en arriendo en Rosales, amoblado, remodelado completamente, iluminado, exterior, área 65 M2, una habitación, un baño, piso laminado, sala comedor, estudio, cocina y calentador eléctrico, un garaje cubierto independiente, depósito, edificio con ascensor, terrazas, ubicado a una cuadra al oriente de la avenida circunvalar, cerca a la carrera séptima, colegios y restaurantes.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-bellavista-1-habitaciones-1-banos-1-garajes/59-20993,65.0
"Apartamento en Arriendo, CHICO Bogotá D.C..",$4.000.000,1,1,69.0 m2,"Amoblado, piso 4 interior, area 69 mts mas 7 mts de terraza, 1  cuarto semi independiente, 1 Baño completo, 1 parqueadero, Sala-comedor con terraza  Sala de estar con sofá cama, Cocina abierta, Zona de lavandería.Edificio con lobby, gimnasio, terraza con BBQ, sala de negocios y parqueaderos de visitantes. canon incluida administración. apts c-dos ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-1-habitaciones-1-banos-1-garajes/2412-M2221250,80.2
"Apartamento en Arriendo, CHICO NORTE Bogotá D.C..",$2.500.000,1,2,63.0 m2,"Excelente apartamento exterior para arriendo, piso alto, 63 metros, balcón, 1 habitación, 2 baños, 1 parqueadero y deposito. El edificio cuenta con Gimnasio, 2 salones comunales dotados, terraza,  jardín, minimarket y restaurante. El valor del arriendo incluye la administración y paquete triple play.

",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/418-M2221121,62.4
"Apartamento en Arriendo, CHICO NORTE Bogotá D.C..",$3.500.000,1,1,70.0 m2,"Espectacular apartamento AMOBLADO, SE RENTA PARA TEMPORADAS CORTAS, tiene 1 alcoba, sala comedor en un mismo ambiente, un baño,  incluye cocina y menaje, nevera, Microondas, mini componente, Internet Wifi, televisión por cable, telefonía, parqueadero, administracion y servicios públicos dentro del valor, ascensor, servicio de caldera, gimnasio, parqueadero para visitantes, seguridad.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-1-habitaciones-1-banos-1-garajes/2556-5154,77.7
"Apartamento en Arriendo, SAN PATRICIO Bogotá D.C..",$2.500.000,1,2,62.0 m2,"Apto iluminado, amoblado, cocina americana,  con linea blanca y electrodomesticos, zona de lavanderia, balcon, muy bien ubicado canon incluye la administracion, ",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-san-patricio-1-habitaciones-2-banos-1-garajes/717-M2206529,50.6
"Apartamento en Venta Y Arriendo, CHICO NORTE II Bogotá D.C..",$3.500.000,1,2,64.0 m2,"Se vende apartamento de 64 mts en Chicó Reservado, interior, 1 habitación con baño, sala comedor, baño social, cocina abierta, zona de lavandería, 1 parqueadero y depósito

El edificio tiene gimnasio, salón comunal, parqueadero de visitantes, caldera, planta de suplencia, sala de escoltas. 

También se arrienda amoblado por $3.5 millones incluida administración
",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-1-garajes/490-M2205620,59.1
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$2.600.000,1,1,66.0 m2,"Alquiler Hermoso apartamento AMOBLADO y moderno, Excelente ubicacion en Chicó Reservado, cercano al World trade Centre, Zona del Parque 93, zona rodeada de centros comerciales, Parques.

Area: 63 metros
Sala-Comedor en un mismo ambiente
Cocina independiente
Zona de ropas con lavadora-secadora
1 Alcoba con cama Queen
1 Baño
Internet / Tv Cable
- Excelente iluminación natural y artificial.

Edificio
Recepción
Vigilancia: 24 horas

Se alquila también en 2.950.000 pesos TODO INCLUIDO (Administración, Servicios públicos, internet, Tv cable)",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-1-banos/3567-M2204770,44.6
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",$2.500.000,1,2,65.0 m2,"Espectacular apartamento de un cuarto totalmente amoblado, especial para extranjeros, el edificio cuenta con GYM, Terraza BBQ, Lavandería comunal, Parque para niños, salón social, salas de reuniones y salón de juegos.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-1-habitaciones-2-banos-1-garajes/2147-M2204252,44.9
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$3.200.000,1,2,62.0 m2,"LINDO APARTA ESTUDIO DE 62 METROS , 5 PISO, ZONA SOCIAL  CON CHIMENEA, ESTUDIO,  BAÑO SOCIAL, COCINA SEMIABIERTA, ZONA DE LAVANDERIA,  2 PARQUEADEROS, DEPOSITO, EDIFICIO DE 8 AÑOS, CON GYM, TERRAZA CON BBQ.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-2-banos-2-garajes/990-M2201560,61.5
"Apartamento en Venta Y Arriendo, CHICO NORTE Bogotá D.C..",$3.670.000,1,2,65.0 m2,"FAVOR NO COMISIONISTAS. Moderno, acogedor, cálido y exclusivo apartamento ubicado a pasos del Parque 93, restaurantes, bancos y vida nocturna. El edificio incorpora un exquisito concepto de diseño y además ofrece servicio de mucamas, área de yoga, gimnasio, turco, masajes, lobby lounge, terraza social y vista panorámica. El inmueble cuenta con una alcoba, sala, comedor, cocina abierta tipo americano, dos baños, balcón y un garaje. Acabados de primera. Incluye Internet, TV Cable y telefonía loca",https://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-chico-norte-1-habitaciones-2-banos-1-garajes/3422-1225-3,60.7
"Apartamento en Arriendo, SANTA BARBARA OCCIDENTAL Bogotá D.C..",$2.950.000,1,2,100.0 m2,"La especialidad de éste apartaestudio en arriendo remodelado y amoblado totalmente, es la comunicación fluida entre espacios. Muros blancos, pisos con moderna y artesanal madera ponen en escena una alcoba que cuenta con vestier y baño, acompañada por sala comedor, cocina integral, lavandería y garaje. Además, el edificio cuenta con gimnasio, salón social, sauna y parque para la diversión de tus seres queridos. Anímate, descubre tu próximo hogar con nosotros.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-occidental-1-habitaciones-2-banos-1-garajes/9-10201816,62.1
"Apartamento en Arriendo, CHICO NORTE II Bogotá D.C..",$2.900.000,1,1,62.0 m2,"CÓMODO APARTAMENTO EN ARRIENDO  62M2, CON VISTA EXTERIOR UBICADO EN CHICO, CUENTA CON BALCÓN, UNA ALCOBA,  2 BAÑOS,  SALA COMEDOR, COCINA, 2 GARAJES EN LINEA,  PARQUEADERO DE VISITANTES,  ASCENSOR, SALON COMUNAL Y VIGILANCIA LAS 24 HORAS.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-ii-1-habitaciones-1-banos-1-garajes/22-M2197357,53.8
"Apartamento en Arriendo, CONTADOR Bogotá D.C..",$2.900.000,1,2,70.0 m2,"Arriendo espectacular apartamento duplex amoblado, con una vista hermosa hacia los cerros, primer piso cocina tipo americana, zona de lavandería, sala y comedor independiente, baño social, segundo piso habitación, vestier, baño principal, terraza con vista a los cerros, el apartamento se encuentra completamente amoblado.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-contador-1-habitaciones-2-banos-1-garajes/4850-M2181845,71.7
"Apartamento en Arriendo, SAGRADO CORAZON Bogotá D.C..",$1.980.000,1,1,63.0 m2,"Hermoso apto tipo loft, edifico estilo anos setentas. Cerca al parque Nacional, Univ Javeriana y Ecopetrol. 63 mts. Sala, comedor, alcoba, estudio, cocina y baño. Iluminado. Con vista.  Totalmente amoblado. Portería 24 horas.Cerca a vías como la cra 7, trece y Av Caracas. Cerca de chapinero y del centro. Supermercados y bancos cerca. No tiene garage. Para persona sola o pareja con trabajo. No mascotas. Arriendo directo con aseguradora. El valor incluye servicio de INTERNET Y ADMINISTRACION.",https://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-sagrado-corazon-1-habitaciones-1-banos/MC2179552,61.3
